query_frame_count,raw_lat,raw_lon,smoothed_lat,smoothed_lon,gt_lat,gt_lon,raw_error_m,smoothed_error_m
2549,32.10286065,35.20957752,32.10282379,35.20960827,32.10288647,35.20978476,19.7522,18.0462
2579,32.10283059,35.20958783,32.10281916,35.20960227,32.10287402,35.20977452,18.2564,17.3530
2609,32.10280256,35.20960089,32.10280825,35.20959961,32.10286058,35.20976527,16.7924,16.6720
2639,32.10281683,35.20959396,32.10279241,35.20959824,32.10248231,35.20978924,41.5430,38.9371
2669,32.10276900,35.20961039,32.10277532,35.20960318,32.10248058,35.20978437,36.0552,36.9921
2699,32.10273394,35.20961669,32.10276148,35.20960675,32.10248015,35.20976968,31.7221,34.8838
2729,32.10273394,35.20961669,32.10274729,35.20961042,32.10248903,35.20976238,30.5289,32.1232
2759,32.10271716,35.20961744,32.10273364,35.20961388,32.10250191,35.20975007,27.0295,28.8163
2789,32.10270338,35.20961919,32.10272034,35.20961726,32.10250979,35.20972877,23.9000,25.6890
2818,32.10268960,35.20962293,32.10270799,35.20962041,32.10270533,35.20975928,12.9758,13.0979
2848,32.10267682,35.20962668,32.10269609,35.20962351,32.10270732,35.20975648,12.7023,12.6015
2878,32.10267682,35.20962668,32.10268505,35.20962643,32.10269961,35.20974704,11.6299,11.4887
2908,32.10267682,35.20962668,32.10267486,35.20963061,32.10257426,35.20973331,15.2142,14.8054
2938,32.10267682,35.20962668,32.10266483,35.20963393,32.10254744,35.20973845,17.8481,16.3683
2968,32.10267682,35.20962668,32.10265594,35.20963706,32.10252866,35.20974530,19.9294,17.4631
2998,32.10264827,35.20963617,32.10264781,35.20964164,32.10253567,35.20973965,15.8846,15.5322
3028,32.10263449,35.20964092,32.10263989,35.20964524,32.10254947,35.20972791,12.5245,12.7315
3058,32.10261971,35.20964567,32.10263196,35.20964997,32.10256249,35.20971942,9.4315,10.1341
3088,32.10261971,35.20964567,32.10262440,35.20965492,32.10255982,35.20971548,9.3695,9.1811
3118,32.10260693,35.20965041,32.10261727,35.20966001,32.10255860,35.20971022,7.7946,8.0668
3148,32.10259463,35.20965559,32.10261058,35.20966515,32.10257107,35.20970142,5.0563,5.5715
3178,32.10259337,35.20973037,32.10260499,35.20966953,32.10257708,35.20969777,3.5688,4.0920
3208,32.10259416,35.20965516,32.10259981,35.20967378,32.10257108,35.20970177,5.0907,4.1469
3238,32.10259463,35.20965559,32.10259505,35.20967783,32.10256608,35.20970577,5.7006,4.1642
3268,32.10259297,35.20972797,32.10259069,35.20968166,32.10256052,35.20970045,4.4473,3.7972
3298,32.10259416,35.20965316,32.10258720,35.20968509,32.10256887,35.20969286,4.6833,2.1680
3328,32.10256389,35.20970989,32.10258420,35.20968823,32.10257566,35.20968877,2.3838,0.9519
3358,32.10256389,35.20970989,32.10258165,35.20969110,32.10257744,35.20968751,2.5937,0.5781
3388,32.10256389,35.20970989,32.10257919,35.20969385,32.10257966,35.20968494,2.9357,0.8416
3418,32.10256389,35.20970989,32.10257711,35.20969639,32.10258100,35.20968400,3.0965,1.2463
