frame_count,frame_path,timestamp,start_seconds,drone_latitude,drone_longitude,rel_alt_m,heading_deg,heading_source,camera_angle_deg,camera_angle_source,ground_latitude,ground_longitude
1,data/processed/frames_v1_1fps/frame_000001.jpg,2026:04:27 12:22:26.000Z,0.0,32.1026240680275,35.2097240515361,19.6,172.29999999999995,gimbal_yaw,45.2,gimbal_pitch,32.102450799701295,35.2097517069058
31,data/processed/frames_v1_1fps/frame_000002.jpg,2026:04:27 12:22:27.001Z,1.001,32.102624431087,35.20972365267,19.6,172.29999999999995,gimbal_yaw,45.2,gimbal_pitch,32.102451162760794,35.2097513080397
61,data/processed/frames_v1_1fps/frame_000003.jpg,2026:04:27 12:22:28.002Z,2.002,32.1026247682562,35.209723688455,19.6,172.29999999999995,gimbal_yaw,45.2,gimbal_pitch,32.10245149992999,35.2097513438247
91,data/processed/frames_v1_1fps/frame_000004.jpg,2026:04:27 12:22:29.003Z,3.003,32.1026252736491,35.2097236495019,20.6,172.29999999999995,gimbal_yaw,45.2,gimbal_pitch,32.10244316510217,35.20975271585985
118,data/processed/frames_v1_1fps/frame_000005.jpg,2026:04:27 12:22:30.004Z,4.004,32.1026248574724,35.209722615932,24.6,172.29999999999995,gimbal_yaw,45.2,gimbal_pitch,32.102407388042565,35.20975732624294
148,data/processed/frames_v1_1fps/frame_000006.jpg,2026:04:27 12:22:31.005Z,5.005,32.102625245664,35.2097230342953,29.8,172.29999999999995,gimbal_yaw,45.2,gimbal_pitch,32.102361807086396,35.20976508174515
175,data/processed/frames_v1_1fps/frame_000007.jpg,2026:04:27 12:22:32.006Z,6.006,32.1026252193389,35.2097224927373,35.9,172.29999999999995,gimbal_yaw,45.2,gimbal_pitch,32.10230785541488,35.20977314721547
205,data/processed/frames_v1_1fps/frame_000008.jpg,2026:04:27 12:22:33.007Z,7.007,32.1026248837397,35.2097225943868,41.9,172.29999999999995,gimbal_yaw,45.2,gimbal_pitch,32.102254478491325,35.20978171479447
235,data/processed/frames_v1_1fps/frame_000009.jpg,2026:04:27 12:22:34.008Z,8.008,32.1026256559866,35.2097237902001,48.0,172.29999999999995,gimbal_yaw,45.2,gimbal_pitch,32.10220132539181,35.209791517636084
265,data/processed/frames_v1_1fps/frame_000010.jpg,2026:04:27 12:22:35.009Z,9.009,32.1026261116253,35.2097255971002,54.3,172.29999999999995,gimbal_yaw,45.2,gimbal_pitch,32.10214608763994,35.20980221376217
295,data/processed/frames_v1_1fps/frame_000011.jpg,2026:04:27 12:22:36.010Z,10.01,32.1026266356129,35.2097266782572,60.5,172.29999999999995,gimbal_yaw,45.2,gimbal_pitch,32.10209180225905,35.20981204304631
325,data/processed/frames_v1_1fps/frame_000012.jpg,2026:04:27 12:22:37.011Z,11.011,32.1026280001684,35.2097271206184,66.6,172.29999999999995,gimbal_yaw,45.2,gimbal_pitch,32.10203924146812,35.20982109243583
355,data/processed/frames_v1_1fps/frame_000013.jpg,2026:04:27 12:22:38.012Z,12.012,32.1026285498256,35.2097259786903,72.7,172.29999999999995,gimbal_yaw,45.2,gimbal_pitch,32.1019858657789,35.209828557536056
385,data/processed/frames_v1_1fps/frame_000014.jpg,2026:04:27 12:22:39.013Z,13.013,32.1026286106304,35.2097248586699,78.7,172.29999999999995,gimbal_yaw,45.2,gimbal_pitch,32.101932885259345,35.20983590344516
415,data/processed/frames_v1_1fps/frame_000015.jpg,2026:04:27 12:22:40.014Z,14.014,32.1026283146732,35.2097240025993,84.8,172.29999999999995,gimbal_yaw,45.2,gimbal_pitch,32.10187866395573,35.20984365440289
445,data/processed/frames_v1_1fps/frame_000016.jpg,2026:04:27 12:22:41.015Z,15.015,32.1026277254083,35.2097238459641,88.7,172.29999999999995,gimbal_yaw,45.2,gimbal_pitch,32.10184359783,35.20984900062186
475,data/processed/frames_v1_1fps/frame_000017.jpg,2026:04:27 12:22:42.016Z,16.016,32.1026279129913,35.2097248141262,89.8,172.29999999999995,gimbal_yaw,45.2,gimbal_pitch,32.1018340611702,35.20985152087103
504,data/processed/frames_v1_1fps/frame_000018.jpg,2026:04:27 12:22:42.984Z,16.9836333333333,32.1026309311025,35.209723064877,94.3,172.29999999999995,gimbal_yaw,45.2,gimbal_pitch,32.10179729828814,35.209856121068945
534,data/processed/frames_v1_1fps/frame_000019.jpg,2026:04:27 12:22:43.985Z,17.9846333333333,32.1026322912862,35.2097218055828,100.5,172.29999999999995,gimbal_yaw,45.2,gimbal_pitch,32.10174384910334,35.20986360990191
564,data/processed/frames_v1_1fps/frame_000020.jpg,2026:04:27 12:22:44.986Z,18.9856333333333,32.1026310787566,35.2097211525498,105.9,172.29999999999995,gimbal_yaw,45.2,gimbal_pitch,32.101694899381826,35.20987057620545
594,data/processed/frames_v1_1fps/frame_000021.jpg,2026:04:27 12:22:45.987Z,19.9866333333333,32.1026288010409,35.2097206025577,109.8,172.29999999999995,gimbal_yaw,45.2,gimbal_pitch,32.101658144805306,35.20987552906753
624,data/processed/frames_v1_1fps/frame_000022.jpg,2026:04:27 12:22:46.988Z,20.9876333333333,32.1026281642195,35.2097208945743,110.4,172.29999999999995,gimbal_yaw,45.2,gimbal_pitch,32.10165220385147,35.20987666767708
654,data/processed/frames_v1_1fps/frame_000023.jpg,2026:04:27 12:22:47.989Z,21.9886333333333,32.1026305396722,35.2097216517047,113.7,172.29999999999995,gimbal_yaw,45.2,gimbal_pitch,32.10162540657578,35.2098820810687
684,data/processed/frames_v1_1fps/frame_000024.jpg,2026:04:27 12:22:48.990Z,22.9896333333333,32.1026318313614,35.2097229282856,115.5,172.29999999999995,gimbal_yaw,45.2,gimbal_pitch,32.10161078586767,35.20988589742845
714,data/processed/frames_v1_1fps/frame_000025.jpg,2026:04:27 12:22:49.991Z,23.9906333333333,32.1026334134129,35.2097242181986,116.8,172.29999999999995,gimbal_yaw,45.2,gimbal_pitch,32.101600875632236,35.20988902162618
744,data/processed/frames_v1_1fps/frame_000026.jpg,2026:04:27 12:22:50.992Z,24.9916333333333,32.1026339661525,35.2097255537851,117.8,172.29999999999995,gimbal_yaw,45.2,gimbal_pitch,32.10159258815111,35.209891768200926
774,data/processed/frames_v1_1fps/frame_000027.jpg,2026:04:27 12:22:51.993Z,25.9926333333333,32.1026351865668,35.2097271043998,117.8,172.29999999999995,gimbal_yaw,45.2,gimbal_pitch,32.10159380856541,35.20989331881563
804,data/processed/frames_v1_1fps/frame_000028.jpg,2026:04:27 12:22:52.994Z,26.9936333333333,32.1026351143837,35.2097279603161,118.3,172.29999999999995,gimbal_yaw,45.2,gimbal_pitch,32.10158931627194,35.20989488022605
834,data/processed/frames_v1_1fps/frame_000029.jpg,2026:04:27 12:22:53.995Z,27.9946333333333,32.1026349616766,35.2097291982707,118.9,172.29999999999995,gimbal_yaw,45.2,gimbal_pitch,32.10158385943241,35.209896964773606
864,data/processed/frames_v1_1fps/frame_000030.jpg,2026:04:27 12:22:54.996Z,28.9956333333333,32.1026350343459,35.2097310646455,119.3,172.29999999999995,gimbal_yaw,45.2,gimbal_pitch,32.10158039601342,35.2098993955437
894,data/processed/frames_v1_1fps/frame_000031.jpg,2026:04:27 12:22:55.997Z,29.9966333333333,32.1026343210339,35.209731172475,119.4,172.29999999999995,gimbal_yaw,45.2,gimbal_pitch,32.10157879867934,35.209899644472024
924,data/processed/frames_v1_1fps/frame_000032.jpg,2026:04:27 12:22:56.998Z,30.9976333333333,32.1026350102913,35.2097314307939,119.8,172.29999999999995,gimbal_yaw,45.2,gimbal_pitch,32.10157595184845,35.20990046718622
954,data/processed/frames_v1_1fps/frame_000033.jpg,2026:04:27 12:22:57.999Z,31.9986333333333,32.1026354017687,35.2097313938254,119.8,174.10000000000002,gimbal_yaw,45.2,gimbal_pitch,32.101572368190645,35.209861076445456
984,data/processed/frames_v1_1fps/frame_000034.jpg,2026:04:27 12:22:59.000Z,32.9996333333333,32.1026372756862,35.2097310870258,119.8,215.8,gimbal_yaw,45.2,gimbal_pitch,32.101770496122796,35.20899310695171
1011,data/processed/frames_v1_1fps/frame_000035.jpg,2026:04:27 12:23:00.001Z,34.0006333333333,32.1026357700375,35.2097324394779,119.8,256.2,gimbal_yaw,45.2,gimbal_pitch,32.10238085060777,35.20850726066841
1041,data/processed/frames_v1_1fps/frame_000036.jpg,2026:04:27 12:23:01.002Z,35.0016333333333,32.1026326449702,35.2097319789706,119.8,292.3,gimbal_yaw,45.2,gimbal_pitch,32.103038167737445,35.20856473838942
1071,data/processed/frames_v1_1fps/frame_000037.jpg,2026:04:27 12:23:02.003Z,36.0026333333333,32.1026311278447,35.2097307975112,119.8,294.5,gimbal_yaw,45.2,gimbal_pitch,32.103074308294126,35.20858279430548
1101,data/processed/frames_v1_1fps/frame_000038.jpg,2026:04:27 12:23:03.004Z,37.0036333333333,32.1026356955711,35.2097049663224,119.8,294.5,gimbal_yaw,45.2,gimbal_pitch,32.103078876020525,35.20855696311668
1131,data/processed/frames_v1_1fps/frame_000039.jpg,2026:04:27 12:23:04.005Z,38.0046333333333,32.1026470798741,35.2096497811951,119.8,294.5,gimbal_yaw,45.2,gimbal_pitch,32.10309026032353,35.208501777989376
1161,data/processed/frames_v1_1fps/frame_000040.jpg,2026:04:27 12:23:05.006Z,39.0056333333333,32.102664979028,35.2095737943908,119.8,294.5,gimbal_yaw,45.2,gimbal_pitch,32.10310815947743,35.20842579118508
1191,data/processed/frames_v1_1fps/frame_000041.jpg,2026:04:27 12:23:06.007Z,40.0066333333333,32.1026848919782,35.2094837425672,119.8,294.5,gimbal_yaw,45.2,gimbal_pitch,32.10312807242762,35.20833573936148
1221,data/processed/frames_v1_1fps/frame_000042.jpg,2026:04:27 12:23:07.008Z,41.0076333333333,32.1027077922311,35.2093844491366,119.8,294.5,gimbal_yaw,45.2,gimbal_pitch,32.10315097268053,35.20823644593088
1251,data/processed/frames_v1_1fps/frame_000043.jpg,2026:04:27 12:23:08.009Z,42.0086333333333,32.1027312253438,35.2092783762943,119.8,294.5,gimbal_yaw,45.2,gimbal_pitch,32.10317440579323,35.20813037308858
1281,data/processed/frames_v1_1fps/frame_000044.jpg,2026:04:27 12:23:09.010Z,43.0096333333333,32.1027546485862,35.2091696810833,119.7,294.5,gimbal_yaw,45.2,gimbal_pitch,32.10319745910203,35.20802263614403
1311,data/processed/frames_v1_1fps/frame_000045.jpg,2026:04:27 12:23:10.011Z,44.0106333333333,32.1027785666465,35.2090625767229,119.8,294.5,gimbal_yaw,45.2,gimbal_pitch,32.10322174709593,35.20791457351717
1341,data/processed/frames_v1_1fps/frame_000046.jpg,2026:04:27 12:23:11.012Z,45.0116333333333,32.1028000083382,35.2089607342944,119.8,294.5,gimbal_yaw,45.2,gimbal_pitch,32.10324318878763,35.20781273108868
1371,data/processed/frames_v1_1fps/frame_000047.jpg,2026:04:27 12:23:12.013Z,46.0126333333333,32.1028206652374,35.2088634027752,119.8,295.1,gimbal_yaw,45.2,gimbal_pitch,32.10327400489063,35.207720941093
