frame_count,timestamp,start_seconds,drone_latitude,drone_longitude,drone_x_m,drone_y_m,rel_alt_m,heading_deg,heading_source,camera_angle_deg,camera_angle_source,ground_distance_m,ground_x_m,ground_y_m,ground_latitude,ground_longitude
1,2026:04:27 12:22:26.000Z,0.0,32.1026240680275,35.2097240515361,0.0,0.0,19.6,172.29999999999995,gimbal_yaw,45.2,gimbal_pitch,19.46364161337652,2.6078590941250637,-19.2881418441267,32.102450799701295,35.2097517069058
2,2026:04:27 12:22:26.033Z,0.0333666666666667,32.1026240680275,35.2097240515361,0.0,0.0,19.6,172.29999999999995,gimbal_yaw,45.2,gimbal_pitch,19.46364161337652,2.6078590941250637,-19.2881418441267,32.102450799701295,35.2097517069058
3,2026:04:27 12:22:26.067Z,0.0667333333333333,32.1026240404022,35.2097240178751,-0.003174180826608375,-0.003075234955754791,19.6,172.29999999999995,gimbal_yaw,45.2,gimbal_pitch,19.46364161337652,2.6046849132984553,-19.291217079082454,32.10245077207599,35.209751673244796
4,2026:04:27 12:22:26.100Z,0.1001,32.1026240404022,35.2097240178751,-0.003174180826608375,-0.003075234955754791,19.6,172.29999999999995,gimbal_yaw,45.2,gimbal_pitch,19.46364161337652,2.6046849132984553,-19.291217079082454,32.10245077207599,35.209751673244796
5,2026:04:27 12:22:26.133Z,0.133466666666667,32.1026240404022,35.2097240178751,-0.003174180826608375,-0.003075234955754791,19.6,172.29999999999995,gimbal_yaw,45.2,gimbal_pitch,19.46364161337652,2.6046849132984553,-19.291217079082454,32.10245077207599,35.209751673244796
6,2026:04:27 12:22:26.167Z,0.166833333333333,32.1026240435252,35.2097239580793,-0.008812832965141218,-0.0027275835486969546,19.6,172.29999999999995,gimbal_yaw,45.2,gimbal_pitch,19.46364161337652,2.5990462611599225,-19.290869427675396,32.102450775198996,35.209751613449
7,2026:04:27 12:22:26.200Z,0.2002,32.1026240435252,35.2097239580793,-0.008812832965141218,-0.0027275835486969546,19.6,172.29999999999995,gimbal_yaw,45.2,gimbal_pitch,19.46364161337652,2.5990462611599225,-19.290869427675396,32.102450775198996,35.209751613449
8,2026:04:27 12:22:26.234Z,0.233566666666667,32.1026240435252,35.2097239580793,-0.008812832965141218,-0.0027275835486969546,19.6,172.29999999999995,gimbal_yaw,45.2,gimbal_pitch,19.46364161337652,2.5990462611599225,-19.290869427675396,32.102450775198996,35.209751613449
9,2026:04:27 12:22:26.267Z,0.266933333333333,32.1026240974456,35.2097238972115,-0.014552574226667354,0.0032748073831756486,19.6,172.29999999999995,gimbal_yaw,45.2,gimbal_pitch,19.46364161337652,2.5933065198983964,-19.284867036743524,32.10245082911939,35.209751552581196
10,2026:04:27 12:22:26.300Z,0.3003,32.1026240974456,35.2097238972115,-0.014552574226667354,0.0032748073831756486,19.6,172.29999999999995,gimbal_yaw,45.2,gimbal_pitch,19.46364161337652,2.5933065198983964,-19.284867036743524,32.10245082911939,35.209751552581196
11,2026:04:27 12:22:26.334Z,0.333666666666667,32.1026240974456,35.2097238972115,-0.014552574226667354,0.0032748073831756486,19.6,172.29999999999995,gimbal_yaw,45.2,gimbal_pitch,19.46364161337652,2.5933065198983964,-19.284867036743524,32.10245082911939,35.209751552581196
12,2026:04:27 12:22:26.367Z,0.367033333333333,32.102624142676,35.2097238315873,-0.02074083601283523,0.008309832586251398,19.6,172.29999999999995,gimbal_yaw,45.2,gimbal_pitch,19.46364161337652,2.5871182581122283,-19.279832011540446,32.10245087434979,35.20975148695699
13,2026:04:27 12:22:26.400Z,0.4004,32.102624142676,35.2097238315873,-0.02074083601283523,0.008309832586251398,19.6,172.29999999999995,gimbal_yaw,45.2,gimbal_pitch,19.46364161337652,2.5871182581122283,-19.279832011540446,32.10245087434979,35.20975148695699
14,2026:04:27 12:22:26.434Z,0.433766666666667,32.102624142676,35.2097238315873,-0.02074083601283523,0.008309832586251398,19.6,172.29999999999995,gimbal_yaw,45.2,gimbal_pitch,19.46364161337652,2.5871182581122283,-19.279832011540446,32.10245087434979,35.20975148695699
15,2026:04:27 12:22:26.467Z,0.467133333333333,32.1026241728631,35.2097237844148,-0.025189130526818065,0.011670245463032414,19.6,172.29999999999995,gimbal_yaw,45.2,gimbal_pitch,19.46364161337652,2.5826699635982457,-19.276471598663665,32.102450904536894,35.20975143978449
16,2026:04:27 12:22:26.500Z,0.5005,32.1026241728631,35.2097237844148,-0.025189130526818065,0.011670245463032414,19.6,172.29999999999995,gimbal_yaw,45.2,gimbal_pitch,19.46364161337652,2.5826699635982457,-19.276471598663665,32.102450904536894,35.20975143978449
17,2026:04:27 12:22:26.534Z,0.533866666666667,32.1026241728631,35.2097237844148,-0.025189130526818065,0.011670245463032414,19.6,172.29999999999995,gimbal_yaw,45.2,gimbal_pitch,19.46364161337652,2.5826699635982457,-19.276471598663665,32.102450904536894,35.20975143978449
18,2026:04:27 12:22:26.567Z,0.567233333333333,32.1026242184726,35.2097237509528,-0.028344545868434677,0.01674747151477396,19.6,172.29999999999995,gimbal_yaw,45.2,gimbal_pitch,19.46364161337652,2.579514548256629,-19.271394372611926,32.10245095014639,35.209751406322496
19,2026:04:27 12:22:26.601Z,0.6006,32.1026242184726,35.2097237509528,-0.028344545868434677,0.01674747151477396,19.6,172.29999999999995,gimbal_yaw,45.2,gimbal_pitch,19.46364161337652,2.579514548256629,-19.271394372611926,32.10245095014639,35.209751406322496
20,2026:04:27 12:22:26.634Z,0.633966666666667,32.1026242184726,35.2097237509528,-0.028344545868434677,0.01674747151477396,19.6,172.29999999999995,gimbal_yaw,45.2,gimbal_pitch,19.46364161337652,2.579514548256629,-19.271394372611926,32.10245095014639,35.209751406322496
21,2026:04:27 12:22:26.667Z,0.667333333333333,32.1026242700411,35.2097237094182,-0.0322611948296723,0.022488050211294297,19.6,172.29999999999995,gimbal_yaw,45.2,gimbal_pitch,19.46364161337652,2.575597899295391,-19.265653793915405,32.10245100171489,35.2097513647879
22,2026:04:27 12:22:26.701Z,0.7007,32.1026242700411,35.2097237094182,-0.0322611948296723,0.022488050211294297,19.6,172.29999999999995,gimbal_yaw,45.2,gimbal_pitch,19.46364161337652,2.575597899295391,-19.265653793915405,32.10245100171489,35.2097513647879
23,2026:04:27 12:22:26.734Z,0.734066666666667,32.1026242700411,35.2097237094182,-0.0322611948296723,0.022488050211294297,19.6,172.29999999999995,gimbal_yaw,45.2,gimbal_pitch,19.46364161337652,2.575597899295391,-19.265653793915405,32.10245100171489,35.2097513647879
24,2026:04:27 12:22:26.767Z,0.767433333333333,32.1026243303126,35.2097237092784,-0.03227437817672348,0.02919744344083275,19.6,172.29999999999995,gimbal_yaw,45.2,gimbal_pitch,19.46364161337652,2.5755847159483403,-19.258944400685866,32.10245106198639,35.20975136464809
25,2026:04:27 12:22:26.801Z,0.8008,32.1026243303126,35.2097237092784,-0.03227437817672348,0.02919744344083275,19.6,172.29999999999995,gimbal_yaw,45.2,gimbal_pitch,19.46364161337652,2.5755847159483403,-19.258944400685866,32.10245106198639,35.20975136464809
26,2026:04:27 12:22:26.834Z,0.834166666666667,32.1026243303126,35.2097237092784,-0.03227437817672348,0.02919744344083275,19.6,172.29999999999995,gimbal_yaw,45.2,gimbal_pitch,19.46364161337652,2.5755847159483403,-19.258944400685866,32.10245106198639,35.20975136464809
