frame_count,sample_time,gps_datetime,latitude,longitude,rel_alt,drone_roll,drone_pitch,drone_yaw,gimbal_pitch,gimbal_yaw
18,0.567233333333333,2026:04:27 12:22:26.567Z,32.1026242184726,35.2097237509528,19.6,7.0,0.2,179.1,-45.2,172.3
19,0.6006,2026:04:27 12:22:26.601Z,32.1026242184726,35.2097237509528,19.6,7.0,0.2,179.1,-45.2,172.3
20,0.633966666666667,2026:04:27 12:22:26.634Z,32.1026242184726,35.2097237509528,19.6,7.0,0.2,179.1,-45.2,172.3
21,0.667333333333333,2026:04:27 12:22:26.667Z,32.1026242700411,35.2097237094182,19.6,6.9,0.5,179.1,-45.2,172.3
22,0.7007,2026:04:27 12:22:26.701Z,32.1026242700411,35.2097237094182,19.6,6.9,0.5,179.1,-45.2,172.3
23,0.734066666666667,2026:04:27 12:22:26.734Z,32.1026242700411,35.2097237094182,19.6,6.9,0.5,179.1,-45.2,172.3
24,0.767433333333333,2026:04:27 12:22:26.767Z,32.1026243303126,35.2097237092784,19.6,6.7,0.8,179.1,-45.2,172.3
25,0.8008,2026:04:27 12:22:26.801Z,32.1026243303126,35.2097237092784,19.6,6.7,0.8,179.1,-45.2,172.3
26,0.834166666666667,2026:04:27 12:22:26.834Z,32.1026243303126,35.2097237092784,19.6,6.7,0.8,179.1,-45.2,172.3
27,0.867533333333333,2026:04:27 12:22:26.868Z,32.1026243813413,35.2097236665174,19.6,6.7,0.8,179.1,-45.2,172.3
28,0.9009,2026:04:27 12:22:26.901Z,32.1026243813413,35.2097236665174,19.6,6.7,0.8,179.1,-45.2,172.3
29,0.934266666666667,2026:04:27 12:22:26.934Z,32.1026243813413,35.2097236665174,19.6,6.7,0.8,179.1,-45.2,172.3
30,0.967633333333333,2026:04:27 12:22:26.968Z,32.102624431087,35.20972365267,19.6,6.6,0.7,179.1,-45.2,172.3
31,1.001,2026:04:27 12:22:27.001Z,32.102624431087,35.20972365267,19.6,6.6,0.7,179.1,-45.2,172.3
32,1.03436666666667,2026:04:27 12:22:27.034Z,32.102624431087,35.20972365267,19.6,6.6,0.7,179.1,-45.2,172.3
33,1.06773333333333,2026:04:27 12:22:27.068Z,32.1026244876099,35.2097236352643,19.6,6.7,0.7,179.1,-45.2,172.3
34,1.1011,2026:04:27 12:22:27.101Z,32.1026244876099,35.2097236352643,19.6,6.7,0.7,179.1,-45.2,172.3
35,1.13446666666667,2026:04:27 12:22:27.134Z,32.1026244876099,35.2097236352643,19.6,6.7,0.7,179.1,-45.2,172.3
36,1.16783333333333,2026:04:27 12:22:27.168Z,32.1026245186474,35.2097236353362,19.6,6.8,0.9,179.1,-45.2,172.3
37,1.2012,2026:04:27 12:22:27.201Z,32.1026245186474,35.2097236353362,19.6,6.8,0.9,179.1,-45.2,172.3
38,1.23456666666667,2026:04:27 12:22:27.235Z,32.1026245186474,35.2097236353362,19.6,6.8,0.9,179.1,-45.2,172.3
39,1.26793333333333,2026:04:27 12:22:27.268Z,32.1026245501733,35.2097236504998,19.6,6.8,1.0,179.1,-45.2,172.3
40,1.3013,2026:04:27 12:22:27.301Z,32.1026245501733,35.2097236504998,19.6,6.8,1.0,179.1,-45.2,172.3
41,1.33466666666667,2026:04:27 12:22:27.335Z,32.1026245501733,35.2097236504998,19.6,6.8,1.0,179.1,-45.2,172.3
42,1.36803333333333,2026:04:27 12:22:27.368Z,32.1026245691043,35.2097236759498,19.6,6.8,1.1,179.1,-45.2,172.3
43,1.4014,2026:04:27 12:22:27.401Z,32.1026245691043,35.2097236759498,19.6,6.8,1.1,179.1,-45.2,172.3
44,1.43476666666667,2026:04:27 12:22:27.435Z,32.1026245691043,35.2097236759498,19.6,6.8,1.1,179.1,-45.2,172.3
45,1.46813333333333,2026:04:27 12:22:27.468Z,32.1026246053318,35.2097236534257,19.6,6.9,1.1,179.1,-45.2,172.3
46,1.5015,2026:04:27 12:22:27.501Z,32.1026246053318,35.2097236534257,19.6,6.9,1.1,179.1,-45.2,172.3
47,1.53486666666667,2026:04:27 12:22:27.535Z,32.1026246053318,35.2097236534257,19.6,6.9,1.1,179.1,-45.2,172.3
48,1.56823333333333,2026:04:27 12:22:27.568Z,32.1026246281783,35.2097236646953,19.6,6.9,1.4,179.1,-45.2,172.3
49,1.6016,2026:04:27 12:22:27.602Z,32.1026246281783,35.2097236646953,19.6,6.9,1.4,179.1,-45.2,172.3
50,1.63496666666667,2026:04:27 12:22:27.635Z,32.1026246398779,35.2097237165341,19.6,7.1,1.5,179.1,-45.2,172.3
51,1.66833333333333,2026:04:27 12:22:27.668Z,32.1026246398779,35.2097237165341,19.6,7.1,1.5,179.1,-45.2,172.3
52,1.7017,2026:04:27 12:22:27.702Z,32.1026246398779,35.2097237165341,19.6,7.1,1.5,179.1,-45.2,172.3
53,1.73506666666667,2026:04:27 12:22:27.735Z,32.1026246580056,35.2097237243051,19.6,7.1,1.2,179.1,-45.2,172.3
54,1.76843333333333,2026:04:27 12:22:27.768Z,32.1026246580056,35.2097237243051,19.6,7.1,1.2,179.1,-45.2,172.3
55,1.8018,2026:04:27 12:22:27.802Z,32.1026246580056,35.2097237243051,19.6,7.1,1.2,179.1,-45.2,172.3
56,1.83516666666667,2026:04:27 12:22:27.835Z,32.1026247072586,35.2097237078265,19.6,6.9,0.8,179.1,-45.2,172.3
57,1.86853333333333,2026:04:27 12:22:27.869Z,32.1026247072586,35.2097237078265,19.6,6.9,0.8,179.1,-45.2,172.3
58,1.9019,2026:04:27 12:22:27.902Z,32.1026247072586,35.2097237078265,19.6,6.9,0.8,179.1,-45.2,172.3
59,1.93526666666667,2026:04:27 12:22:27.935Z,32.1026247682562,35.209723688455,19.6,6.7,0.8,179.1,-45.2,172.3
60,1.96863333333333,2026:04:27 12:22:27.969Z,32.1026247682562,35.209723688455,19.6,6.7,0.8,179.1,-45.2,172.3
61,2.002,2026:04:27 12:22:28.002Z,32.1026247682562,35.209723688455,19.6,6.7,0.8,179.1,-45.2,172.3
62,2.03536666666667,2026:04:27 12:22:28.035Z,32.1026247906465,35.209723691364,19.7,6.5,0.9,179.1,-45.2,172.3
63,2.06873333333333,2026:04:27 12:22:28.069Z,32.1026247906465,35.209723691364,19.7,6.5,0.9,179.1,-45.2,172.3
64,2.1021,2026:04:27 12:22:28.102Z,32.1026247906465,35.209723691364,19.7,6.5,0.9,179.1,-45.2,172.3
65,2.13546666666667,2026:04:27 12:22:28.135Z,32.1026248378004,35.2097236947256,19.7,6.3,0.9,179.1,-45.2,172.3
66,2.16883333333333,2026:04:27 12:22:28.169Z,32.1026248378004,35.2097236947256,19.7,6.3,0.9,179.1,-45.2,172.3
67,2.2022,2026:04:27 12:22:28.202Z,32.1026248378004,35.2097236947256,19.7,6.3,0.9,179.1,-45.2,172.3
68,2.23556666666667,2026:04:27 12:22:28.236Z,32.1026248946468,35.2097237215468,19.7,6.2,0.9,179.1,-45.2,172.3
69,2.26893333333333,2026:04:27 12:22:28.269Z,32.1026248946468,35.2097237215468,19.7,6.2,0.9,179.1,-45.2,172.3
70,2.3023,2026:04:27 12:22:28.302Z,32.1026248946468,35.2097237215468,19.7,6.2,0.9,179.1,-45.2,172.3
71,2.33566666666667,2026:04:27 12:22:28.336Z,32.1026249276142,35.2097237445763,19.7,5.9,1.1,179.1,-45.2,172.3
72,2.36903333333333,2026:04:27 12:22:28.369Z,32.1026249276142,35.2097237445763,19.7,5.9,1.1,179.1,-45.2,172.3
73,2.4024,2026:04:27 12:22:28.402Z,32.1026249276142,35.2097237445763,19.7,5.9,1.1,179.1,-45.2,172.3
74,2.43576666666667,2026:04:27 12:22:28.436Z,32.102624959185,35.2097237705137,19.7,5.2,1.1,179.1,-45.2,172.3
75,2.46913333333333,2026:04:27 12:22:28.469Z,32.102624959185,35.2097237705137,19.7,5.2,1.1,179.1,-45.2,172.3
76,2.5025,2026:04:27 12:22:28.503Z,32.102624959185,35.2097237705137,19.7,5.2,1.1,179.1,-45.2,172.3
77,2.53586666666667,2026:04:27 12:22:28.536Z,32.1026250140115,35.209723793374,19.8,4.6,0.7,179.2,-45.2,172.3
78,2.56923333333333,2026:04:27 12:22:28.569Z,32.1026250140115,35.209723793374,19.8,4.6,0.7,179.2,-45.2,172.3
79,2.6026,2026:04:27 12:22:28.603Z,32.1026250140115,35.209723793374,19.8,4.6,0.7,179.2,-45.2,172.3
80,2.63596666666667,2026:04:27 12:22:28.636Z,32.1026250465592,35.2097237234448,19.9,4.8,1.1,179.2,-45.2,172.3
81,2.66933333333333,2026:04:27 12:22:28.669Z,32.1026250465592,35.2097237234448,19.9,4.8,1.1,179.2,-45.2,172.3
82,2.7027,2026:04:27 12:22:28.703Z,32.1026250465592,35.2097237234448,19.9,4.8,1.1,179.2,-45.2,172.3
83,2.73606666666667,2026:04:27 12:22:28.736Z,32.1026250964034,35.2097237358103,20.1,5.4,1.7,179.1,-45.2,172.3
84,2.76943333333333,2026:04:27 12:22:28.769Z,32.1026250964034,35.2097237358103,20.1,5.4,1.7,179.1,-45.2,172.3
85,2.8028,2026:04:27 12:22:28.803Z,32.1026250964034,35.2097237358103,20.1,5.4,1.7,179.1,-45.2,172.3
86,2.83616666666667,2026:04:27 12:22:28.836Z,32.1026252122767,35.2097236864063,20.3,5.6,1.2,179.2,-45.2,172.3
87,2.86953333333333,2026:04:27 12:22:28.870Z,32.1026252122767,35.2097236864063,20.3,5.6,1.2,179.2,-45.2,172.3
88,2.9029,2026:04:27 12:22:28.903Z,32.1026252122767,35.2097236864063,20.3,5.6,1.2,179.2,-45.2,172.3
89,2.93626666666667,2026:04:27 12:22:28.936Z,32.1026252736491,35.2097236495019,20.6,5.2,1.1,179.2,-45.2,172.3
90,2.96963333333333,2026:04:27 12:22:28.970Z,32.1026252736491,35.2097236495019,20.6,5.2,1.1,179.2,-45.2,172.3
91,3.003,2026:04:27 12:22:29.003Z,32.1026252736491,35.2097236495019,20.6,5.2,1.1,179.2,-45.2,172.3
92,3.03636666666667,2026:04:27 12:22:29.036Z,32.1026253334622,35.2097235261939,21.0,4.8,0.3,179.1,-45.2,172.3
93,3.06973333333333,2026:04:27 12:22:29.070Z,32.1026253334622,35.2097235261939,21.0,4.8,0.3,179.1,-45.2,172.3
94,3.1031,2026:04:27 12:22:29.103Z,32.1026253334622,35.2097235261939,21.0,4.8,0.3,179.1,-45.2,172.3
95,3.23656666666667,2026:04:27 12:22:29.237Z,32.1026253721873,35.2097233704606,21.7,3.5,-0.6,179.2,-45.2,172.3
96,3.26993333333333,2026:04:27 12:22:29.270Z,32.1026253721873,35.2097233704606,21.7,3.5,-0.6,179.2,-45.2,172.3
97,3.3033,2026:04:27 12:22:29.303Z,32.1026253721873,35.2097233704606,21.7,3.5,-0.6,179.2,-45.2,172.3
98,3.33666666666667,2026:04:27 12:22:29.337Z,32.1026253979619,35.2097232701214,22.1,4.3,-0.3,179.1,-45.2,172.3
99,3.37003333333333,2026:04:27 12:22:29.370Z,32.1026253979619,35.2097232701214,22.1,4.3,-0.3,179.1,-45.2,172.3
100,3.4034,2026:04:27 12:22:29.403Z,32.1026253979619,35.2097232701214,22.1,4.3,-0.3,179.1,-45.2,172.3
101,3.43676666666667,2026:04:27 12:22:29.437Z,32.1026253727442,35.209723188264,22.5,5.3,-0.2,179.1,-45.2,172.3
102,3.47013333333333,2026:04:27 12:22:29.470Z,32.1026253727442,35.209723188264,22.5,5.3,-0.2,179.1,-45.2,172.3
103,3.5035,2026:04:27 12:22:29.503Z,32.1026253727442,35.209723188264,22.5,5.3,-0.2,179.1,-45.2,172.3
104,3.53686666666667,2026:04:27 12:22:29.537Z,32.1026252940623,35.2097230654731,22.8,6.3,-0.8,179.0,-45.2,172.3
105,3.57023333333333,2026:04:27 12:22:29.570Z,32.1026252940623,35.2097230654731,22.8,6.3,-0.8,179.0,-45.2,172.3
106,3.6036,2026:04:27 12:22:29.604Z,32.1026252940623,35.2097230654731,22.8,6.3,-0.8,179.0,-45.2,172.3
107,3.63696666666667,2026:04:27 12:22:29.637Z,32.1026252209861,35.2097229754445,23.3,6.7,-1.9,178.8,-45.2,172.3
108,3.67033333333333,2026:04:27 12:22:29.670Z,32.1026252209861,35.2097229754445,23.3,6.7,-1.9,178.8,-45.2,172.3
109,3.7037,2026:04:27 12:22:29.704Z,32.1026252209861,35.2097229754445,23.3,6.7,-1.9,178.8,-45.2,172.3
110,3.73706666666667,2026:04:27 12:22:29.737Z,32.1026251368742,35.209722878239,23.7,6.7,-1.5,179.0,-45.2,172.3
111,3.77043333333333,2026:04:27 12:22:29.770Z,32.1026251368742,35.209722878239,23.7,6.7,-1.5,179.0,-45.2,172.3
112,3.8038,2026:04:27 12:22:29.804Z,32.1026251368742,35.209722878239,23.7,6.7,-1.5,179.0,-45.2,172.3
113,3.83716666666667,2026:04:27 12:22:29.837Z,32.1026250262702,35.2097227544733,24.1,6.4,-0.9,179.0,-45.2,172.3
114,3.87053333333333,2026:04:27 12:22:29.871Z,32.1026250262702,35.2097227544733,24.1,6.4,-0.9,179.0,-45.2,172.3
115,3.9039,2026:04:27 12:22:29.904Z,32.1026250262702,35.2097227544733,24.1,6.4,-0.9,179.0,-45.2,172.3
116,3.93726666666667,2026:04:27 12:22:29.937Z,32.1026248574724,35.209722615932,24.6,6.3,-0.9,178.9,-45.2,172.3
117,3.97063333333333,2026:04:27 12:22:29.971Z,32.1026248574724,35.209722615932,24.6,6.3,-0.9,178.9,-45.2,172.3
118,4.004,2026:04:27 12:22:30.004Z,32.1026248574724,35.209722615932,24.6,6.3,-0.9,178.9,-45.2,172.3
119,4.03736666666667,2026:04:27 12:22:30.037Z,32.1026249466929,35.2097225807907,25.0,6.2,-1.7,179.0,-45.2,172.3
120,4.07073333333333,2026:04:27 12:22:30.071Z,32.1026249466929,35.2097225807907,25.0,6.2,-1.7,179.0,-45.2,172.3
121,4.1041,2026:04:27 12:22:30.104Z,32.1026249466929,35.2097225807907,25.0,6.2,-1.7,179.0,-45.2,172.3
122,4.13746666666667,2026:04:27 12:22:30.137Z,32.1026248869356,35.2097225720565,25.5,5.7,-1.2,179.0,-45.2,172.3
123,4.17083333333333,2026:04:27 12:22:30.171Z,32.1026248869356,35.2097225720565,25.5,5.7,-1.2,179.0,-45.2,172.3
124,4.2042,2026:04:27 12:22:30.204Z,32.1026248869356,35.2097225720565,25.5,5.7,-1.2,179.0,-45.2,172.3
125,4.23756666666667,2026:04:27 12:22:30.238Z,32.1026248478956,35.2097226169935,25.8,5.5,-0.5,179.1,-45.2,172.3
126,4.27093333333333,2026:04:27 12:22:30.271Z,32.1026248478956,35.2097226169935,25.8,5.5,-0.5,179.1,-45.2,172.3
127,4.3043,2026:04:27 12:22:30.304Z,32.1026248478956,35.2097226169935,25.8,5.5,-0.5,179.1,-45.2,172.3
128,4.33766666666667,2026:04:27 12:22:30.338Z,32.1026248607133,35.2097226940983,26.3,4.9,-0.1,179.2,-45.2,172.3
129,4.37103333333333,2026:04:27 12:22:30.371Z,32.1026248607133,35.2097226940983,26.3,4.9,-0.1,179.2,-45.2,172.3
130,4.4044,2026:04:27 12:22:30.404Z,32.1026248607133,35.2097226940983,26.3,4.9,-0.1,179.2,-45.2,172.3
131,4.43776666666667,2026:04:27 12:22:30.438Z,32.1026249081906,35.2097228049851,26.8,4.5,0.5,179.1,-45.2,172.3
132,4.47113333333333,2026:04:27 12:22:30.471Z,32.1026249081906,35.2097228049851,26.8,4.5,0.5,179.1,-45.2,172.3
133,4.5045,2026:04:27 12:22:30.504Z,32.1026249081906,35.2097228049851,26.8,4.5,0.5,179.1,-45.2,172.3
134,4.53786666666667,2026:04:27 12:22:30.538Z,32.1026249822308,35.2097229308039,27.3,4.4,1.0,179.1,-45.2,172.3
135,4.57123333333333,2026:04:27 12:22:30.571Z,32.1026249822308,35.2097229308039,27.3,4.4,1.0,179.1,-45.2,172.3
136,4.6046,2026:04:27 12:22:30.605Z,32.1026249822308,35.2097229308039,27.3,4.4,1.0,179.1,-45.2,172.3
137,4.63796666666667,2026:04:27 12:22:30.638Z,32.102625093848,35.2097230171359,27.8,4.2,1.3,179.2,-45.2,172.3
138,4.67133333333333,2026:04:27 12:22:30.671Z,32.102625093848,35.2097230171359,27.8,4.2,1.3,179.2,-45.2,172.3
139,4.7047,2026:04:27 12:22:30.705Z,32.102625093848,35.2097230171359,27.8,4.2,1.3,179.2,-45.2,172.3
140,4.73806666666667,2026:04:27 12:22:30.738Z,32.1026251258943,35.2097231144428,28.4,3.7,1.2,179.1,-45.2,172.3
141,4.77143333333333,2026:04:27 12:22:30.771Z,32.1026251258943,35.2097231144428,28.4,3.7,1.2,179.1,-45.2,172.3
142,4.8048,2026:04:27 12:22:30.805Z,32.1026251258943,35.2097231144428,28.4,3.7,1.2,179.1,-45.2,172.3
143,4.83816666666667,2026:04:27 12:22:30.838Z,32.1026252192446,35.2097230258563,29.1,4.0,1.2,179.1,-45.2,172.3
144,4.87153333333333,2026:04:27 12:22:30.872Z,32.1026252192446,35.2097230258563,29.1,4.0,1.2,179.1,-45.2,172.3
145,4.9049,2026:04:27 12:22:30.905Z,32.1026252192446,35.2097230258563,29.1,4.0,1.2,179.1,-45.2,172.3
146,4.93826666666667,2026:04:27 12:22:30.938Z,32.102625245664,35.2097230342953,29.8,4.5,0.5,179.1,-45.2,172.3
147,4.97163333333333,2026:04:27 12:22:30.972Z,32.102625245664,35.2097230342953,29.8,4.5,0.5,179.1,-45.2,172.3
148,5.005,2026:04:27 12:22:31.005Z,32.102625245664,35.2097230342953,29.8,4.5,0.5,179.1,-45.2,172.3
149,5.03836666666667,2026:04:27 12:22:31.038Z,32.1026253364738,35.2097229455863,30.4,4.8,0.3,179.2,-45.2,172.3
150,5.07173333333333,2026:04:27 12:22:31.072Z,32.1026253364738,35.2097229455863,30.4,4.8,0.3,179.2,-45.2,172.3
151,5.1051,2026:04:27 12:22:31.105Z,32.1026253364738,35.2097229455863,30.4,4.8,0.3,179.2,-45.2,172.3
152,5.23856666666667,2026:04:27 12:22:31.239Z,32.1026254073524,35.2097228657349,31.7,4.5,0.2,178.9,-45.2,172.3
153,5.27193333333333,2026:04:27 12:22:31.272Z,32.1026254073524,35.2097228657349,31.7,4.5,0.2,178.9,-45.2,172.3
154,5.3053,2026:04:27 12:22:31.305Z,32.1026254073524,35.2097228657349,31.7,4.5,0.2,178.9,-45.2,172.3
155,5.33866666666667,2026:04:27 12:22:31.339Z,32.1026254234645,35.2097228120247,32.3,4.1,-0.1,179.0,-45.2,172.3
156,5.37203333333333,2026:04:27 12:22:31.372Z,32.1026254234645,35.2097228120247,32.3,4.1,-0.1,179.0,-45.2,172.3
157,5.4054,2026:04:27 12:22:31.405Z,32.1026254234645,35.2097228120247,32.3,4.1,-0.1,179.0,-45.2,172.3
158,5.43876666666667,2026:04:27 12:22:31.439Z,32.1026254992504,35.2097227360664,32.9,3.5,-0.3,179.0,-45.2,172.3
159,5.47213333333333,2026:04:27 12:22:31.472Z,32.1026254992504,35.2097227360664,32.9,3.5,-0.3,179.0,-45.2,172.3
160,5.5055,2026:04:27 12:22:31.506Z,32.1026254992504,35.2097227360664,32.9,3.5,-0.3,179.0,-45.2,172.3
161,5.53886666666667,2026:04:27 12:22:31.539Z,32.1026254582462,35.2097226338146,33.5,3.5,-0.6,179.0,-45.2,172.3
162,5.57223333333333,2026:04:27 12:22:31.572Z,32.1026254582462,35.2097226338146,33.5,3.5,-0.6,179.0,-45.2,172.3
163,5.6056,2026:04:27 12:22:31.606Z,32.1026254582462,35.2097226338146,33.5,3.5,-0.6,179.0,-45.2,172.3
164,5.63896666666667,2026:04:27 12:22:31.639Z,32.1026253790974,35.2097226380295,34.2,4.2,-0.7,179.0,-45.2,172.3
165,5.67233333333333,2026:04:27 12:22:31.672Z,32.1026253790974,35.2097226380295,34.2,4.2,-0.7,179.0,-45.2,172.3
166,5.7057,2026:04:27 12:22:31.706Z,32.1026253790974,35.2097226380295,34.2,4.2,-0.7,179.0,-45.2,172.3
167,5.73906666666667,2026:04:27 12:22:31.739Z,32.1026252631876,35.2097225140944,34.8,5.4,-1.2,179.0,-45.2,172.3
168,5.77243333333333,2026:04:27 12:22:31.772Z,32.1026252631876,35.2097225140944,34.8,5.4,-1.2,179.0,-45.2,172.3
169,5.8058,2026:04:27 12:22:31.806Z,32.1026252631876,35.2097225140944,34.8,5.4,-1.2,179.0,-45.2,172.3
170,5.83916666666667,2026:04:27 12:22:31.839Z,32.1026252735592,35.209722581124,35.3,6.0,-1.4,178.9,-45.2,172.3
171,5.87253333333333,2026:04:27 12:22:31.873Z,32.1026252735592,35.209722581124,35.3,6.0,-1.4,178.9,-45.2,172.3
172,5.9059,2026:04:27 12:22:31.906Z,32.1026252735592,35.209722581124,35.3,6.0,-1.4,178.9,-45.2,172.3
173,5.93926666666667,2026:04:27 12:22:31.939Z,32.1026252193389,35.2097224927373,35.9,6.2,-2.3,178.8,-45.2,172.3
174,5.97263333333333,2026:04:27 12:22:31.973Z,32.1026252193389,35.2097224927373,35.9,6.2,-2.3,178.8,-45.2,172.3
175,6.006,2026:04:27 12:22:32.006Z,32.1026252193389,35.2097224927373,35.9,6.2,-2.3,178.8,-45.2,172.3
176,6.03936666666667,2026:04:27 12:22:32.039Z,32.102625202687,35.2097224257106,36.6,6.0,-2.7,178.9,-45.2,172.3
177,6.07273333333333,2026:04:27 12:22:32.073Z,32.102625202687,35.2097224257106,36.6,6.0,-2.7,178.9,-45.2,172.3
178,6.1061,2026:04:27 12:22:32.106Z,32.102625202687,35.2097224257106,36.6,6.0,-2.7,178.9,-45.2,172.3
179,6.13946666666667,2026:04:27 12:22:32.139Z,32.1026251757964,35.2097223304841,37.2,5.3,-1.8,178.9,-45.2,172.3
180,6.17283333333333,2026:04:27 12:22:32.173Z,32.1026251757964,35.2097223304841,37.2,5.3,-1.8,178.9,-45.2,172.3
181,6.2062,2026:04:27 12:22:32.206Z,32.1026251757964,35.2097223304841,37.2,5.3,-1.8,178.9,-45.2,172.3
182,6.23956666666667,2026:04:27 12:22:32.240Z,32.1026251427583,35.2097224001709,37.7,5.1,-2.1,178.8,-45.2,172.3
183,6.27293333333333,2026:04:27 12:22:32.273Z,32.1026251427583,35.2097224001709,37.7,5.1,-2.1,178.8,-45.2,172.3
184,6.3063,2026:04:27 12:22:32.306Z,32.1026251427583,35.2097224001709,37.7,5.1,-2.1,178.8,-45.2,172.3
185,6.33966666666667,2026:04:27 12:22:32.340Z,32.1026250856291,35.2097222740492,38.3,6.1,-2.5,178.8,-45.2,172.3
186,6.37303333333333,2026:04:27 12:22:32.373Z,32.1026250856291,35.2097222740492,38.3,6.1,-2.5,178.8,-45.2,172.3
187,6.4064,2026:04:27 12:22:32.406Z,32.1026250856291,35.2097222740492,38.3,6.1,-2.5,178.8,-45.2,172.3
188,6.43976666666667,2026:04:27 12:22:32.440Z,32.1026250460579,35.2097223586088,38.8,6.4,-3.0,178.8,-45.2,172.3
189,6.47313333333333,2026:04:27 12:22:32.473Z,32.1026250460579,35.2097223586088,38.8,6.4,-3.0,178.8,-45.2,172.3
190,6.5065,2026:04:27 12:22:32.507Z,32.1026250460579,35.2097223586088,38.8,6.4,-3.0,178.8,-45.2,172.3
191,6.53986666666667,2026:04:27 12:22:32.540Z,32.1026250082496,35.2097222438995,39.5,5.7,-3.1,178.8,-45.2,172.3
192,6.57323333333333,2026:04:27 12:22:32.573Z,32.1026250082496,35.2097222438995,39.5,5.7,-3.1,178.8,-45.2,172.3
193,6.6066,2026:04:27 12:22:32.607Z,32.1026250082496,35.2097222438995,39.5,5.7,-3.1,178.8,-45.2,172.3
194,6.63996666666667,2026:04:27 12:22:32.640Z,32.102624991919,35.2097223855386,40.1,6.0,-2.9,178.9,-45.2,172.3
195,6.67333333333333,2026:04:27 12:22:32.673Z,32.102624991919,35.2097223855386,40.1,6.0,-2.9,178.9,-45.2,172.3
196,6.7067,2026:04:27 12:22:32.707Z,32.102624991919,35.2097223855386,40.1,6.0,-2.9,178.9,-45.2,172.3
197,6.74006666666667,2026:04:27 12:22:32.740Z,32.1026249051661,35.2097223399405,40.7,6.3,-3.2,178.9,-45.2,172.3
198,6.77343333333333,2026:04:27 12:22:32.773Z,32.1026249051661,35.2097223399405,40.7,6.3,-3.2,178.9,-45.2,172.3
199,6.8068,2026:04:27 12:22:32.807Z,32.1026249051661,35.2097223399405,40.7,6.3,-3.2,178.9,-45.2,172.3
200,6.84016666666667,2026:04:27 12:22:32.840Z,32.1026249421219,35.2097225421994,41.3,6.3,-3.2,179.0,-45.2,172.3
201,6.87353333333333,2026:04:27 12:22:32.874Z,32.1026249421219,35.2097225421994,41.3,6.3,-3.2,179.0,-45.2,172.3
202,6.9069,2026:04:27 12:22:32.907Z,32.1026249421219,35.2097225421994,41.3,6.3,-3.2,179.0,-45.2,172.3
203,6.94026666666667,2026:04:27 12:22:32.940Z,32.1026248837397,35.2097225943868,41.9,6.2,-2.7,179.0,-45.2,172.3
204,6.97363333333333,2026:04:27 12:22:32.974Z,32.1026248837397,35.2097225943868,41.9,6.2,-2.7,179.0,-45.2,172.3
205,7.007,2026:04:27 12:22:33.007Z,32.1026248837397,35.2097225943868,41.9,6.2,-2.7,179.0,-45.2,172.3
206,7.04036666666667,2026:04:27 12:22:33.040Z,32.1026251074196,35.2097227709318,42.6,6.0,-1.5,178.9,-45.2,172.3
